1X1609Y1246,1609,1246,1,Tower
1X2026Y976,2026,0976,1,Tower
1X2091Y976,2091,0976,1,Tower
1X2099Y1357,2099,1357,1,Tower
1X1758Y1029,1758,1029,1,Tower
1X1780Y1029,1780,1029,1,Tower
1X2066Y1282,2066,1282,1,Tower
1X1493Y2117,1493,2117,1,Shapiro
1X1566Y2139,1566,2139,1,Shapiro
1X1647Y1930,1647,1930,1,Shapiro
1X1648Y2161,1648,2161,1,Shapiro
1X1751Y1825,1751,1825,1,Shapiro
1X1722Y1832,1722,1832,1,Shapiro
1X1705Y1831,1705,1831,1,Shapiro
1X1707Y2015,1707,2015,1,Shapiro
1X1708Y2092,1708,2092,1,Shapiro
1X1707Y2152,1707,2152,1,Shapiro
1X1707Y2164,1707,2164,1,Shapiro
1X1673Y2165,1673,2165,1,Shapiro
1X1749Y2151,1749,2151,1,Shapiro
1X1749Y2224,1749,2224,1,Shapiro
1X1689Y2225,1689,2225,1,Shapiro
1X1605Y2093,1605,2093,1,Shapiro
1X1600Y1830,1600,1830,1,Shapiro
1X1601Y1866,1601,1866,1,Shapiro
1X1602Y1928,1602,1928,1,Shapiro
1X1270Y1830,1270,1830,1,Shapiro
1X1262Y1850,1262,1850,1,Shapiro
1X1256Y1858,1256,1858,1,Shapiro
1X1227Y1859,1227,1859,1,Shapiro
1X1255Y1872,1255,1872,1,Shapiro
1X1284Y1872,1284,1872,1,Shapiro
1X1671Y2015,1671,2015,1,Shapiro
1X1284Y1884,1284,1884,1,Shapiro
1X1600Y1895,1600,1895,1,Shapiro
1X1707Y1992,1707,1992,1,Shapiro
1X1750Y2014,1750,2014,1,Shapiro
2X1341Y1778,1341,1778,2,Shapiro
2X1578Y1932,1578,1932,2,Shapiro
2X1580Y2166,1580,2166,2,Shapiro
2X1630Y1931,1630,1931,2,Shapiro
2X1628Y2102,1628,2102,2,Shapiro
2X1170Y1780,1170,1780,2,Shapiro
2X1168Y1820,1168,1820,2,Shapiro
2X1231Y1781,1231,1781,2,Shapiro
2X1230Y1820,1230,1820,2,Shapiro
2X1283Y1781,1283,1781,2,Shapiro
2X1340Y1820,1340,1820,2,Shapiro
2X1396Y1781,1396,1781,2,Shapiro
2X1395Y1820,1395,1820,2,Shapiro
2X1450Y1781,1450,1781,2,Shapiro
2X1450Y1820,1450,1820,2,Shapiro
2X1502Y1781,1502,1781,2,Shapiro
2X1502Y1820,1502,1820,2,Shapiro
2X1578Y1820,1578,1820,2,Shapiro
2X1630Y1801,1630,1801,2,Shapiro
2X1684Y1801,1684,1801,2,Shapiro
2X1683Y1821,1683,1821,2,Shapiro
2X1720Y1801,1720,1801,2,Shapiro
2X1726Y1835,1726,1835,2,Shapiro
2X1726Y1930,1726,1930,2,Shapiro
2X1728Y2042,1728,2042,2,Shapiro
2X1580Y2090,1580,2090,2,Shapiro
2X1684Y2091,1684,2091,2,Shapiro
2X1692Y2124,1692,2124,2,Shapiro
2X1724Y2123,1724,2123,2,Shapiro
2X1580Y2208,1580,2208,2,Shapiro
2X1692Y2211,1692,2211,2,Shapiro
2X1726Y2210,1726,2210,2,Shapiro
2X1630Y1821,1630,1821,2,Shapiro
2X1284Y1821,1284,1821,2,Shapiro
2X1628Y2092,1628,2092,2,Shapiro
2X1686Y1931,1686,1931,2,Shapiro
2X1685Y2041,1685,2041,2,Shapiro
3X1580Y2142,1580,2142,3,Shapiro
3X1580Y1904,1580,1904,3,Shapiro
3X1628Y1904,1628,1904,3,Shapiro
3X1628Y2142,1628,2142,3,Shapiro
3X1562Y2230,1562,2230,3,Shapiro
3X1580Y2230,1580,2230,3,Shapiro
3X1580Y2180,1580,2180,3,Shapiro
3X1685Y2142,1685,2142,3,Shapiro
3X1685Y2230,1685,2230,3,Shapiro
3X1685Y2106,1685,2106,3,Shapiro
3X1580Y2070,1580,2070,3,Shapiro
3X1628Y2070,1628,2070,3,Shapiro
3X1580Y2006,1580,2006,3,Shapiro
3X1628Y2052,1628,2052,3,Shapiro
3X1580Y1858,1580,1858,3,Shapiro
3X1685Y2052,1685,2052,3,Shapiro
L1X1637Y2116,1637,2116,L1,Shapiro
L1X1702Y2260,1702,2260,L1,Shapiro
L1X1702Y2167,1702,2167,L1,Shapiro
L1X1688Y2167,1688,2167,L1,Shapiro
L1X1666Y2167,1666,2167,L1,Shapiro
L1X1688Y2131,1688,2131,L1,Shapiro
L1X1665Y2116,1665,2116,L1,Shapiro
L1X1720Y2131,1720,2131,L1,Shapiro
L2X1625Y2089,1625,2089,L2,Shapiro
L2X1730Y1584,1730,1584,L2,Shapiro
L2X1642Y2089,1642,2089,L2,Shapiro
L2X1578Y2089,1578,2089,L2,Shapiro
L2X1577Y2195,1577,2195,L2,Shapiro
L2X1578Y2031,1578,2031,L2,Shapiro
L2X1550Y2031,1550,2031,L2,Shapiro
L2X1550Y1966,1550,1966,L2,Shapiro
L2X1512Y1966,1512,1966,L2,Shapiro
L2X1512Y1909,1512,1909,L2,Shapiro
L2X1512Y1701,1512,1701,L2,Shapiro
L2X1512Y1539,1512,1539,L2,Shapiro
L2X1729Y2089,1729,2089,L2,Shapiro
L2X1512Y1844,1512,1844,L2,Shapiro
L2X1512Y1811,1512,1811,L2,Shapiro
L2X1680Y2090,1680,2090,L2,Shapiro
2X1875Y925,1875,0925,2,Tower
2X1955Y900,1955,0900,2,Tower
2X1935Y860,1935,0860,2,Tower
2X2035Y900,2035,0900,2,Tower
2X2060Y880,2060,0880,2,Tower
2X1875Y1025,1875,1025,2,Tower
2X1825Y1025,1825,1025,2,Tower
2X1615Y1025,1615,1025,2,Tower
2X1605Y1008,1605,1008,2,Tower
2X1825Y1080,1825,1080,2,Tower
2X1775Y1080,1775,1080,2,Tower
2X1740Y1165,1740,1165,2,Tower
2X1695Y1165,1695,1165,2,Tower
2X1740Y1230,1740,1230,2,Tower
2X1790Y1230,1790,1230,2,Tower
2X1740Y1280,1740,1280,2,Tower
2X2055Y1280,2055,1280,2,Tower
2X2055Y1330,2055,1330,2,Tower
3X1680Y1290,1680,1290,3,Tower
3X1680Y1275,1680,1275,3,Tower
3X1325Y1290,1325,1290,3,Tower
3X1325Y985,1325,0985,3,Tower
3X1235Y985,1235,0985,3,Tower
3X1235Y865,1235,0865,3,Tower
3X1325Y655,1325,0655,3,Tower
3X1735Y925,1735,0925,3,Tower
3X1735Y900,1735,0900,3,Tower
3X1725Y900,1725,0900,3,Tower
3X1735Y865,1735,0865,3,Tower
3X1750Y865,1750,0865,3,Tower
3X1735Y820,1735,0820,3,Tower
3X1785Y820,1785,0820,3,Tower
3X1785Y830,1785,0830,3,Tower
3X1690Y820,1690,0820,3,Tower
3X1690Y830,1690,0830,3,Tower
3X1600Y820,1600,0820,3,Tower
